,HOME_AST%,AWAY_AST%,HOME_AST/TO,AWAY_AST/TO,HOME_AST RATIO,AWAY_AST RATIO,HOME_OREB%,AWAY_OREB%,HOME_DREB%,AWAY_DREB%,HOME_REB%,AWAY_REB%,HOME_TO RATIO,AWAY_TO RATIO,HOME_EFG%,AWAY_EFG%,HOME_TS%,AWAY_TS%,HOME_PACE,AWAY_PACE,HOME_PIE,AWAY_PIE
0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,7.865816326530612,5.6571428571428575,0.20663265306122447,0.10530612244897959,2.4658163265306117,1.4448979591836735,3.595408163265306,2.2285714285714286,11.474999999999998,8.742857142857144,7.617857142857142,5.412244897959184,0.027551020408163263,0.02448979591836735,7.232142857142857,5.4,7.369897959183673,6.134693877551021,11.779438775510204,10.217142857142857,8.747448979591836,4.43265306122449
5,7.865816326530612,5.6571428571428575,0.20663265306122447,0.10530612244897959,2.4658163265306117,1.4448979591836735,3.595408163265306,2.2285714285714286,11.474999999999998,8.742857142857144,7.617857142857142,5.412244897959184,0.027551020408163263,0.02448979591836735,7.232142857142857,5.4,7.369897959183673,6.134693877551021,11.779438775510204,10.217142857142857,8.747448979591836,4.43265306122449
6,7.865816326530612,5.6571428571428575,0.20663265306122447,0.10530612244897959,2.4658163265306117,1.4448979591836735,3.595408163265306,2.2285714285714286,11.474999999999998,8.742857142857144,7.617857142857142,5.412244897959184,0.027551020408163263,0.02448979591836735,7.232142857142857,5.4,7.369897959183673,6.134693877551021,11.779438775510204,10.217142857142857,8.747448979591836,4.43265306122449
7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,4.6875,9.315217391304348,0.09375,0.16304347826086957,1.4812500000000002,2.0434782608695654,0.0,6.206521739130435,4.265625,10.869565217391305,2.934375,7.434782608695652,0.018750000000000003,0.021739130434782608,5.109375,3.6195652173913038,5.146875,3.728260869565217,8.600624999999999,9.635869565217392,7.03125,3.3586956521739126
11,5.670103092783505,5.163297872340426,0.1292783505154639,0.039787234042553195,1.6443298969072164,0.8409574468085107,2.268041237113402,2.2606382978723407,8.618556701030927,6.95372340425532,5.794845360824742,4.11436170212766,0.022680412371134023,0.027127659574468086,5.5,2.6042553191489364,6.135051546391753,2.8845744680851064,10.654123711340207,8.563297872340426,10.863917525773196,-0.11755319148936172
12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,5.670103092783505,5.163297872340426,0.1292783505154639,0.039787234042553195,1.6443298969072164,0.8409574468085107,2.268041237113402,2.2606382978723407,8.618556701030927,6.95372340425532,5.794845360824742,4.11436170212766,0.022680412371134023,0.027127659574468086,5.5,2.6042553191489364,6.135051546391753,2.8845744680851064,10.654123711340207,8.563297872340426,10.863917525773196,-0.11755319148936172
14,5.670103092783505,5.163297872340426,0.1292783505154639,0.039787234042553195,1.6443298969072164,0.8409574468085107,2.268041237113402,2.2606382978723407,8.618556701030927,6.95372340425532,5.794845360824742,4.11436170212766,0.022680412371134023,0.027127659574468086,5.5,2.6042553191489364,6.135051546391753,2.8845744680851064,10.654123711340207,8.563297872340426,10.863917525773196,-0.11755319148936172
15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20,0,8.418367346938776,0,0.336734693877551,0,2.592857142857143,0,1.1224489795918366,0,6.543877551020408,0,4.085714285714285,0,0.011224489795918368,0,5.29795918367347,0,5.29795918367347,0,9.47795918367347,0,5.612244897959184
